Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
90,2,True,True,True,Shahr-e-Ziba,3150000000,105000
90,2,True,True,True,Shahrake Qods,990000000,33000
90,3,True,True,False,Salsabil,2550000000,85000
90,2,True,True,True,Golestan,690000000,23000
90,2,True,True,True,Southern Chitgar,690000000,23000
90,2,True,True,True,Railway,1315000000,43833.33
90,2,True,True,True,Southern Janatabad,3000000000,100000
90,2,True,True,True,Gheitarieh,8200000000,273333.33
90,2,True,True,True,Southern Janatabad,3280000000,109333.33
90,2,True,True,True,Southern Janatabad,3680000000,122666.67
90,2,True,True,True,Punak,4680000000,156000
90,2,True,True,True,Punak,3520000000,117333.33
90,2,True,True,True,Mirdamad,6000000000,200000
90,2,True,True,True,Islamshahr,1098000000,36600
90,2,True,True,True,Central Janatabad,3600000000,120000
90,2,True,True,True,Darabad,5300000000,176666.67
90,2,True,True,True,Southern Janatabad,3780000000,126000
90,2,True,True,True,Ekhtiarieh,6000000000,200000
90,2,True,True,True,Northern Janatabad,3150000000,105000
90,2,True,True,True,Northern Janatabad,3880000000,129333.33
90,2,False,True,True,Northern Janatabad,3150000000,105000
90,2,True,True,True,Pirouzi,2650000000,88333.33
90,2,True,True,True,Northern Janatabad,4800000000,160000
90,2,True,True,True,Shahrake Qods,900000000,30000
90,2,True,True,True,Shahran,3200000000,106666.67
90,2,True,True,True,Shahr-e-Ziba,3000000000,100000
90,2,True,True,True,Shahrake Qods,1260000000,42000
90,2,True,True,True,Ray,1800000000,60000
90,2,True,True,True,Golestan,1315000000,43833.33
90,1,True,True,True,Kamranieh,10000000000,333333.33
90,2,True,True,False,Pirouzi,1700000000,56666.67
90,2,True,True,True,Karoon,2000000000,66666.67
90,2,True,True,True,Hor Square,2071150000,69038.33
90,2,True,True,True,Damavand,605000000,20166.67
90,2,True,True,True,Shahrake Qods,980000000,32666.67
90,2,True,True,True,Ekhtiarieh,6000000000,200000
90,2,True,True,True,Southern Janatabad,3750000000,125000
90,2,True,True,True,Damavand,1350000000,45000
90,2,True,True,True,Shahran,3400000000,113333.33
90,2,True,True,True,Northren Jamalzadeh,3450000000,115000
90,2,True,True,True,Shahr-e-Ziba,2900000000,96666.67
90,2,True,True,True,Shahr-e-Ziba,2900000000,96666.67
90,2,True,True,True,Tenant,3150000000,105000
90,2,True,True,True,Tenant,2300000000,76666.67
90,2,True,True,False,Yousef Abad,6300000000,210000
90,2,True,True,True,Marzdaran,6230000000,207666.67
90,2,True,True,True,Marzdaran,6500000000,216666.67
90,2,True,True,True,Central Janatabad,3600000000,120000
90,2,True,True,False,Shahrake Azadi,1000000000,33333.33
90,2,True,True,True,Shahr-e-Ziba,3250000000,108333.33
90,2,True,True,True,Northern Chitgar,690000000,23000
90,2,True,True,True,Southern Janatabad,3750000000,125000
90,2,True,True,True,North Program Organization,4750000000,158333.33
90,2,True,True,True,Central Janatabad,3550000000,118333.33
90,2,True,True,True,Northern Chitgar,690000000,23000
90,2,True,True,True,Sadeghieh,3300000000,110000
90,2,True,True,True,Northern Chitgar,1315000000,43833.33
90,2,True,True,True,Central Janatabad,3590000000,119666.67
90,2,True,True,True,Persian Gulf Martyrs Lake,290000000,9666.67
90,2,True,True,True,Southern Janatabad,3350000000,111666.67
90,2,True,True,True,Southern Janatabad,3350000000,111666.67
90,2,True,True,True,Saadat Abad,5250000000,175000
90,2,True,False,True,Shahran,3150000000,105000
89,2,True,True,True,Moniriyeh,2047000000,68233.33
89,2,True,True,True,Northern Janatabad,3100000000,103333.33
89,2,True,True,True,Central Janatabad,3620000000,120666.67
89,2,True,True,True,Ekhtiarieh,3300000000,110000
89,2,True,True,True,Shahran,3190000000,106333.33
89,2,True,True,True,Shahr-e-Ziba,4100000000,136666.67
89,2,True,False,True,Andisheh,1100000000,36666.67
89,2,True,True,True,Shahrake Qods,1610000000,53666.67
89,2,True,True,False,Andisheh,1068000000,35600
89,2,True,True,False,Amirabad,3500000000,116666.67
89,2,True,True,True,Shahr-e-Ziba,3150000000,105000
89,2,True,True,True,,3100000000,103333.33
89,2,True,True,True,Punak,3000000000,100000
89,3,True,True,True,Parand,430000000,14333.33
88,2,True,True,True,Gisha,4750000000,158333.33
88,3,False,False,True,Parand,560000000,18666.67
88,3,False,False,True,Parand,560000000,18666.67
88,2,True,True,True,Railway,2860000000,95333.33
88,2,True,False,True,Gholhak,4700000000,156666.67
88,2,True,True,True,East Ferdows Boulevard,3700000000,123333.33
88,2,True,True,True,Pardis,740000000,24666.67
88,2,True,True,True,Central Janatabad,3600000000,120000
88,2,True,True,True,Pardis,1900000000,63333.33
88,2,True,True,True,Amirieh,2024000000,67466.67
88,2,True,True,True,Valiasr,2024000000,67466.67
88,2,True,True,True,Razi,1574000000,52466.67
88,2,True,True,True,Ekbatan,3940000000,131333.33
88,2,True,True,True,Qazvin Imamzadeh Hassan,1550000000,51666.67
88,2,True,True,True,Central Janatabad,3400000000,113333.33
88,2,True,True,True,Pirouzi,2450000000,81666.67
88,2,True,True,True,West Ferdows Boulevard,3100000000,103333.33
88,2,True,True,True,Abazar,5600000000,186666.67
88,2,False,True,True,Shahrake Qods,760000000,25333.33
88,2,False,False,True,Parand,485000000,16166.67
88,2,True,True,True,Northern Janatabad,2980000000,99333.33
88,2,True,True,True,Punak,2980000000,99333.33
88,3,False,False,True,Parand,520000000,17333.33
88,2,False,False,True,Parand,580000000,19333.33
88,2,True,True,True,Southern Janatabad,2560000000,85333.33
88,2,True,True,False,Northern Janatabad,3850000000,128333.33
88,2,True,True,True,Gheitarieh,7600000000,253333.33
88,2,True,True,True,Shahrake Qods,1135200000,37840
88,2,True,True,True,Railway,2860000000,95333.33
88,3,False,True,True,Parand,475000000,15833.33
88,2,True,True,True,Persian Gulf Martyrs Lake,2850000000,95000
88,2,False,True,True,Shams Abad,3350000000,111666.67
88,2,True,True,True,Shahrake Gharb,5250000000,175000
88,1,False,False,True,Parand,380000000,12666.67
88,2,True,True,True,Southern Janatabad,3500000000,116666.67
88,2,True,True,True,Central Janatabad,4000000000,133333.33
88,2,False,True,False,Air force,2500000000,83333.33
88,2,False,True,True,Shahrake Quds,750000000,25000
88,2,True,True,True,Saadat Abad,5200000000,173333.33
88,2,True,True,True,Southern Janatabad,4500000000,150000
88,2,True,True,True,Central Janatabad,4000000000,133333.33
87,2,True,True,True,Pardis,600000000,20000
87,2,True,True,True,Shahrake Shahid Bagheri,2500000000,83333.33
87,2,True,True,True,Pardis,625000000,20833.33
87,2,True,True,True,Northern Janatabad,3550000000,118333.33
87,2,True,True,True,Pardis,650000000,21666.67
87,2,True,True,True,Gheitarieh,6264000000,208800
87,2,True,True,True,Gheitarieh,6264000000,208800
87,2,True,True,True,Pardis,760000000,25333.33
87,2,True,True,True,Pardis,715000000,23833.33
87,2,True,True,True,Pardis,650000000,21666.67
87,2,True,True,True,Pardis,540000000,18000
87,2,True,True,True,Pardis,795000000,26500
87,2,True,True,True,Pardis,670000000,22333.33
87,2,True,True,True,Pardis,490000000,16333.33
87,2,True,True,True,Pardis,650000000,21666.67
87,2,True,True,True,Pardis,726000000,24200
87,2,False,False,True,Ray,1570000000,52333.33
87,2,True,True,True,Shahr-e-Ziba,3000000000,100000
87,2,True,True,True,North Program Organization,3000000000,100000
87,2,True,True,True,Pardis,725000000,24166.67
87,2,True,True,True,West Ferdows Boulevard,2830000000,94333.33
87,2,True,True,True,West Ferdows Boulevard,3800000000,126666.67
87,2,True,True,True,Pardis,500000000,16666.67
87,2,True,True,True,Niavaran,4600000000,153333.33
87,2,False,True,True,Pardis,500000000,16666.67
87,2,True,True,True,Amirabad,550000000,18333.33
87,2,True,True,True,Pardis,890000000,29666.67
87,2,True,True,True,Shahr-e-Ziba,3050000000,101666.67
87,2,True,True,True,Abazar,5655000000,188500
87,2,True,True,True,Pardis,550000000,18333.33
87,2,True,True,True,Abazar,5600000000,186666.67
87,2,False,False,True,Pardis,585000000,19500
87,2,False,False,True,Pardis,810000000,27000
87,2,True,True,True,Pardis,960000000,32000
87,2,True,True,True,Pardis,720000000,24000
87,2,True,True,True,Shahrake Qods,960000000,32000
87,2,True,True,True,Pardis,570000000,19000
87,2,True,True,True,Pardis,850000000,28333.33
87,2,True,True,True,Pardis,530000000,17666.67
87,2,True,True,True,Amirabad,4780000000,159333.33
87,2,True,True,True,Pardis,479000000,15966.67
87,2,True,True,True,Pardis,496000000,16533.33
87,2,False,False,False,Pardis,900000000,30000
87,2,True,True,True,Pardis,650000000,21666.67
87,2,True,True,True,Shahrake Shahid Bagheri,2450000000,81666.67
87,2,True,True,True,Darabad,5850000000,195000
87,2,True,True,True,Pardis,680000000,22666.67
87,2,True,True,True,Pardis,658000000,21933.33
87,2,True,True,True,Koohsar,2350000000,78333.33
87,2,True,False,True,Parastar,2500000000,83333.33
87,2,True,True,True,Jeyhoon,1860000000,62000
87,3,False,False,True,Parand,488000000,16266.67
87,2,True,False,True,Parand,550000000,18333.33
87,2,True,True,True,,680000000,22666.67
86,2,True,True,True,Pardis,580000000,19333.33
86,2,True,True,True,Saadat Abad,6200000000,206666.67
86,2,True,True,False,Islamshahr,1200000000,40000
86,2,True,True,True,Southern Janatabad,3600000000,120000
86,2,True,True,True,Punak,3700000000,123333.33
86,2,True,True,True,Southern Janatabad,3270000000,109000
86,2,True,True,True,Central Janatabad,3480000000,116000
86,2,True,True,True,Pardis,610000000,20333.33
86,2,True,True,True,Punak,4200000000,140000
86,2,True,True,True,Southern Janatabad,3200000000,106666.67
86,2,True,True,True,Komeil,1978000000,65933.33
86,2,True,True,True,Pardis,500000000,16666.67
86,2,True,True,True,Pardis,750000000,25000
86,2,True,True,True,Pardis,600000000,20000
86,3,True,True,True,Parand,425000000,14166.67
86,2,True,True,True,Southern Janatabad,4500000000,150000
86,2,True,True,True,Central Janatabad,3480000000,116000
86,2,True,True,True,Amirabad,4730000000,157666.67
86,2,True,False,True,Air force,3000000000,100000
86,2,True,True,True,Air force,2924000000,97466.67
86,2,True,True,True,Pardis,780000000,26000
86,2,True,False,True,Pirouzi,2050000000,68333.33
86,2,True,True,True,Niavaran,5580000000,186000
86,2,True,True,True,Kamranieh,5500000000,183333.33
86,2,True,True,True,Punak,4250000000,141666.67
86,2,True,True,True,Central Janatabad,3600000000,120000
86,2,True,True,True,Gheitarieh,7200000000,240000
86,2,True,True,True,Central Janatabad,3800000000,126666.67
86,2,True,True,True,Pardis,890000000,29666.67
86,2,True,True,True,Central Janatabad,3330000000,111000
86,2,True,True,True,Pardis,500000000,16666.67
86,2,True,True,True,Pardis,600000000,20000
86,2,True,True,False,Firoozkooh Kuhsar,750000000,25000
86,2,True,True,True,Pasdaran,5400000000,180000
86,2,False,True,False,East Pars,1204000000,40133.33
86,3,False,True,True,Parand,330000000,11000
86,2,False,False,True,Parand,470000000,15666.67
86,2,True,True,True,Shahedshahr,421000000,14033.33
86,2,True,True,False,Shahran,3100000000,103333.33
86,2,True,True,True,Central Janatabad,4300000000,143333.33
86,2,True,True,True,Amirieh,1980000000,66000
86,3,False,True,True,Parand,275000000,9166.67
86,2,False,True,False,Vahidiyeh,520000000,17333.33
86,2,True,True,True,Southern Janatabad,3500000000,116666.67
85,2,True,True,True,Parand,410000000,13666.67
85,2,True,True,True,Parand,545000000,18166.67
85,2,True,True,True,Shahryar,1419000000,47300
85,2,True,True,True,Ekhtiarieh,5000000000,166666.67
85,2,True,True,True,Punak,3380000000,112666.67
85,2,True,True,True,Jeyhoon,2100000000,70000
85,2,True,True,True,Majidieh,2500000000,83333.33
85,2,True,True,True,Jeyhoon,1900000000,63333.33
85,2,True,True,True,Pardis,780000000,26000
85,2,True,True,True,,1955000000,65166.67
85,2,True,True,True,Shahran,3200000000,106666.67
85,2,True,True,True,Pardis,600000000,20000
85,2,True,True,True,Parand,1150000000,38333.33
85,2,True,True,True,Qalandari,4500000000,150000
85,2,True,True,True,Northern Janatabad,3200000000,106666.67
85,2,True,True,True,Islamshahr,565000000,18833.33
85,2,True,True,True,Yaftabad,1250000000,41666.67
85,2,True,True,True,Yaftabad,1250000000,41666.67
85,2,True,True,True,Shahr-e-Ziba,2350000000,78333.33
85,2,True,True,True,West Ferdows Boulevard,3450000000,115000
85,2,True,True,True,Parand,520000000,17333.33
85,2,True,True,True,Shahran,3300000000,110000
85,2,True,True,True,Qazvin Imamzadeh Hassan,1507000000,50233.33
85,2,True,True,True,Northern Suhrawardi,4500000000,150000
85,2,True,True,True,Shahran,2380000000,79333.33
85,2,True,True,True,Central Janatabad,3150000000,105000
85,2,True,True,True,East Ferdows Boulevard,2800000000,93333.33
85,2,True,True,True,Gheitarieh,7200000000,240000
85,2,True,True,True,Gheitarieh,7300000000,243333.33
85,2,True,True,True,Southern Janatabad,4400000000,146666.67
85,2,True,True,False,Southern Janatabad,3400000000,113333.33
85,1,True,True,True,Kamranieh,7100000000,236666.67
85,2,True,True,True,Punak,3300000000,110000
85,2,True,True,True,Southern Janatabad,3600000000,120000
85,2,True,True,True,Dorous,4200000000,140000
85,2,True,True,True,Shahr-e-Ziba,2750000000,91666.67
85,2,True,True,True,Pardis,730000000,24333.33
85,2,True,True,False,Air force,2700000000,90000
85,2,True,True,True,Shahr-e-Ziba,3450000000,115000
85,2,True,True,True,Yaftabad,1250000000,41666.67
85,2,True,True,False,Punak,2800000000,93333.33
85,2,True,False,True,Pardis,470000000,15666.67
85,2,True,True,True,Ekhtiarieh,5000000000,166666.67
85,2,True,True,True,Shahran,2650000000,88333.33
85,2,False,False,False,Azadshahr,3100000000,103333.33
85,2,True,True,False,Northern Janatabad,2950000000,98333.33
85,2,True,True,True,Central Janatabad,3350000000,111666.67
85,2,True,True,True,Punak,4500000000,150000
85,2,True,True,True,Pakdasht,640000000,21333.33
85,2,True,True,True,Gheitarieh,7400000000,246666.67
85,2,True,True,True,Gheitarieh,7300000000,243333.33
85,2,True,True,True,Gheitarieh,8000000000,266666.67
85,2,True,True,True,Gheitarieh,7300000000,243333.33
85,2,True,True,True,Pardis,690000000,23000
85,2,True,True,False,Baghestan,765000000,25500
85,2,True,True,True,Shahrakeh Naft,4600000000,153333.33
85,2,False,False,False,Pakdasht,355000000,11833.33
85,2,True,True,True,Shahrake Qods,1062000000,35400
85,2,False,True,True,Si Metri Ji,1440000000,48000
85,2,True,True,True,Andisheh,1100000000,36666.67
85,2,True,True,True,Kahrizak,850000000,28333.33
85,2,True,True,True,Shahrake Qods,670000000,22333.33
85,2,True,False,True,Elm-o-Sanat,3350000000,111666.67
85,2,True,True,True,Hor Square,1957300000,65243.33
85,2,True,True,False,Shahrake Qods,640000000,21333.33
85,2,True,True,True,Pardis,650000000,21666.67
85,2,True,True,True,Punak,3400000000,113333.33
85,2,True,True,True,Central Janatabad,3300000000,110000
85,2,True,True,True,Zafar,5000000000,166666.67
85,2,True,False,True,Pardis,730000000,24333.33
85,2,True,True,True,,675000000,22500
85,2,True,True,True,Northren Jamalzadeh,3600000000,120000
85,2,False,True,False,Islamshahr,430000000,14333.33
85,2,True,True,True,Salsabil,2000000000,66666.67
85,2,True,True,True,Shahr-e-Ziba,2975000000,99166.67
85,2,True,True,False,Ostad Moein,2000000000,66666.67
85,2,True,False,True,Abuzar,2715000000,90500
85,2,False,True,True,Shahrake Qods,850000000,28333.33
85,2,False,False,True,Jeyhoon,1885000000,62833.33
85,2,True,True,True,Shahr-e-Ziba,2900000000,96666.67
85,2,True,True,True,Farmanieh,6100000000,203333.33
85,2,False,True,True,Central Janatabad,3200000000,106666.67
84,2,True,True,True,Pardis,560000000,18666.67
84,2,True,True,True,Shahran,3400000000,113333.33
84,2,True,True,True,Saadat Abad,4600000000,153333.33
84,2,True,True,True,Pardis,680000000,22666.67
84,2,True,True,True,Pardis,550000000,18333.33
84,2,True,True,True,Pardis,560000000,18666.67
84,2,True,True,True,Pardis,540000000,18000
84,2,True,True,True,Pardis,550000000,18333.33
84,2,True,True,True,Shahrake Qods,1150800000,38360
84,2,True,True,False,Parand,850000000,28333.33
84,3,True,True,True,Andisheh,1590000000,53000
84,2,True,True,True,North Program Organization,3250000000,108333.33
84,3,True,True,True,Andisheh,1554000000,51800
84,2,True,True,True,Pirouzi,2688000000,89600
84,2,True,True,True,West Pars,3100000000,103333.33
84,3,True,True,True,Shahran,3050000000,101666.67
84,2,False,True,False,Sattarkhan,2600000000,86666.67
84,2,True,True,True,Damavand,2150000000,71666.67
84,2,True,True,True,Shahrake Qods,982000000,32733.33
84,2,True,True,True,Pirouzi,2250000000,75000
84,2,True,True,True,Gheitarieh,7400000000,246666.67
84,2,True,True,False,Andisheh,773000000,25766.67
84,2,True,True,True,Northren Jamalzadeh,2600000000,86666.67
84,2,True,True,True,Central Janatabad,3850000000,128333.33
84,2,True,True,True,Shahran,2400000000,80000
84,2,True,True,True,Shahran,2410000000,80333.33
84,2,False,True,True,Vahidiyeh,588000000,19600
84,2,True,True,True,Salsabil,1900000000,63333.33
84,2,True,True,True,Islamshahr,855000000,28500
83,2,True,True,True,Republic,1909000000,63633.33
83,2,True,True,True,East Pars,2575000000,85833.33
83,2,True,True,True,Shahr-e-Ziba,2400000000,80000
83,2,True,False,True,Pasdaran,5000000000,166666.67
83,2,True,True,True,Qazvin Imamzadeh Hassan,1450000000,48333.33
83,2,True,True,True,Parand,705500000,23516.67
83,2,True,True,True,Central Janatabad,3859000000,128633.33
83,2,True,True,False,West Ferdows Boulevard,2400000000,80000
83,2,True,True,True,Ray,1700000000,56666.67
83,2,True,True,True,Salsabil,2300000000,76666.67
83,2,True,True,True,Jeyhoon,2200000000,73333.33
83,2,True,False,True,Saadat Abad,4600000000,153333.33
83,3,True,True,True,Shahran,3100000000,103333.33
83,2,True,True,True,Gheitarieh,7300000000,243333.33
83,2,True,True,True,Shahr-e-Ziba,2510000000,83666.67
83,2,True,True,True,East Ferdows Boulevard,2800000000,93333.33
83,2,False,True,True,Valiasr,1700000000,56666.67
83,2,True,True,True,Dolatabad,1490000000,49666.67
83,2,True,True,False,Damavand,1550000000,51666.67
83,2,True,True,True,Pasdaran,4700000000,156666.67
83,2,False,False,True,Parand,500000000,16666.67
83,2,True,True,True,Ozgol,55000000,1833.33
83,2,True,True,True,Farmanieh,6200000000,206666.67
83,2,True,True,True,West Ferdows Boulevard,2640000000,88000
83,2,True,True,True,Mirdamad,4900000000,163333.33
83,2,True,True,True,Shahran,3200000000,106666.67
83,2,True,True,True,Shahran,2980000000,99333.33
83,3,False,False,False,Atabak,1286500000,42883.33
83,2,True,True,True,Niavaran,6800000000,226666.67
82,2,True,False,True,Shams Abad,3280000000,109333.33
82,2,True,True,True,Qazvin Imamzadeh Hassan,1886000000,62866.67
82,2,True,True,True,Shahran,3550000000,118333.33
82,2,True,True,True,West Ferdows Boulevard,3450000000,115000
82,2,True,True,True,Punak,4018000000,133933.33
82,2,True,True,True,Sattarkhan,4100000000,136666.67
82,2,True,True,True,Pardis,1100000000,36666.67
82,2,True,True,True,Dorous,4200000000,140000
82,2,True,True,True,Narmak,3050000000,101666.67
82,2,True,True,True,Persian Gulf Martyrs Lake,2350000000,78333.33
82,2,True,True,True,West Ferdows Boulevard,3500000000,116666.67
82,2,True,True,True,Ostad Moein,2600000000,86666.67
82,2,True,True,True,Abazar,3800000000,126666.67
82,2,True,True,True,Punak,2900000000,96666.67
82,2,True,True,True,Shahran,2850000000,95000
82,2,True,False,True,Parand,500000000,16666.67
82,2,True,True,True,Kahrizak,820000000,27333.33
82,2,True,True,True,Shahran,2800000000,93333.33
82,2,False,False,True,Parand,353000000,11766.67
82,2,True,True,True,Si Metri Ji,1600000000,53333.33
82,2,True,True,True,Parand,360000000,12000
82,2,True,True,True,Jeyhoon,1890000000,63000
82,2,True,True,True,Boloorsazi,1600000000,53333.33
82,2,False,False,True,Parand,455000000,15166.67
82,2,True,True,True,Punak,3300000000,110000
82,2,True,True,True,Gheitarieh,7000000000,233333.33
82,2,True,True,True,Central Janatabad,3000000000,100000
82,2,True,True,True,Shahran,3600000000,120000
82,2,False,True,True,Parand,360000000,12000
81,2,True,True,True,Valiasr,1863000000,62100
81,2,True,False,True,Pardis,590000000,19666.67
81,2,True,True,True,Shahrake Qods,810000000,27000
81,2,True,True,True,East Pars,2891700000,96390
81,2,True,True,True,Central Janatabad,4000000000,133333.33
81,2,True,True,False,Andisheh,1109700000,36990
81,2,True,True,True,Qazvin Imamzadeh Hassan,1420000000,47333.33
81,2,True,True,True,West Ferdows Boulevard,3300000000,110000
81,2,True,True,False,Valiasr,1800000000,60000
81,2,True,True,True,West Ferdows Boulevard,3400000000,113333.33
81,2,True,True,True,West Ferdows Boulevard,4455000000,148500
80,2,True,True,True,Northren Jamalzadeh,3600000000,120000
80,2,True,True,True,Azarbaijan,2800000000,93333.33
80,2,True,True,True,Central Janatabad,3350000000,111666.67
80,2,True,True,True,Central Janatabad,3120000000,104000
80,2,True,True,True,North Program Organization,3100000000,103333.33
80,2,True,True,True,Ostad Moein,2150000000,71666.67
80,2,False,True,False,Northern Janatabad,2200000000,73333.33
80,2,False,True,True,Jeyhoon,1750000000,58333.33
80,2,True,True,False,Northern Janatabad,3250000000,108333.33
80,2,True,True,True,Central Janatabad,4240000000,141333.33
80,2,True,True,True,Razi,1390000000,46333.33
80,2,True,False,True,Qalandari,4700000000,156666.67
80,2,True,True,True,Jeyhoon,2150000000,71666.67
80,2,True,True,False,Andisheh,1110000000,37000
80,1,False,True,False,Shahrake Qods,560000000,18666.67
80,2,True,True,True,Southern Janatabad,3500000000,116666.67
80,2,True,True,True,Shahran,3550000000,118333.33
80,2,True,True,True,Si Metri Ji,2220000000,74000
80,2,True,True,True,Southern Program Organization,3680000000,122666.67
80,2,True,True,True,Gholhak,4900000000,163333.33
80,2,True,True,True,Parastar,3360000000,112000
80,2,True,True,False,Rudhen,750000000,25000
80,2,True,True,True,Jeyhoon,1500000000,50000
80,2,False,True,False,Shahrake Qods,1200000000,40000
80,1,False,True,False,Shahrake Qods,560000000,18666.67
80,2,True,True,True,Feiz Garden,2900000000,96666.67
80,2,True,True,True,Azarbaijan,2480000000,82666.67
80,2,True,True,True,Shahr-e-Ziba,2550000000,85000
80,2,True,True,True,Yousef Abad,4250000000,141666.67
80,2,True,True,True,Parand,500000000,16666.67
80,2,True,True,True,Shahrake Qods,680000000,22666.67
80,2,True,True,True,Central Janatabad,3395000000,113166.67
80,1,False,False,False,Pishva,380000000,12666.67
80,2,True,True,True,West Pars,2160000000,72000
80,2,False,True,True,Shahr-e-Ziba,2450000000,81666.67
80,2,True,True,True,West Ferdows Boulevard,2700000000,90000
80,2,True,True,True,Shahryar,850000000,28333.33
80,2,True,True,False,Punak,2800000000,93333.33
80,2,True,True,False,Shahr-e-Ziba,2450000000,81666.67
80,2,True,True,True,Punak,3000000000,100000
80,2,True,True,True,Ekhtiarieh,4400000000,146666.67
80,2,True,True,True,Punak,3760000000,125333.33
80,2,True,True,True,Hor Square,1874500000,62483.33
80,2,True,True,True,Si Metri Ji,1410000000,47000
80,2,True,True,False,Islamshahr,1100000000,36666.67
80,2,True,True,True,Koohsar,2400000000,80000
80,1,True,True,True,Gheitarieh,850000000,28333.33
80,2,True,True,True,Ostad Moein,2440000000,81333.33
80,2,True,True,True,Gheitarieh,6000000000,200000
80,2,False,False,True,Parand,390000000,13000
80,2,True,True,True,Abazar,3000000000,100000
80,2,True,True,True,Shahrake Qods,880000000,29333.33
80,2,True,True,True,Ostad Moein,2250000000,75000
80,1,True,True,True,Jordan,4500000000,150000
80,2,True,True,True,Heravi,4300000000,143333.33
80,2,True,True,True,Jeyhoon,2220000000,74000
80,1,False,True,True,Shahrake Qods,580000000,19333.33
80,2,True,True,True,North Program Organization,2950000000,98333.33
80,2,True,True,True,East Ferdows Boulevard,2980000000,99333.33
80,2,True,True,True,Punak,2800000000,93333.33
80,2,True,True,True,Jeyhoon,2100000000,70000
80,2,True,True,True,Shahran,2590000000,86333.33
80,2,True,True,True,Shahran,3950000000,131666.67
80,1,False,True,False,Shahrake Qods,550000000,18333.33
80,2,True,True,False,Shahr-e-Ziba,2480000000,82666.67
80,2,True,True,True,Persian Gulf Martyrs Lake,750000000,25000
80,2,False,False,False,Parand,380000000,12666.67
80,2,True,True,True,West Ferdows Boulevard,3000000000,100000
80,2,True,True,True,East Ferdows Boulevard,3000000000,100000
80,2,True,True,True,Southern Janatabad,3000000000,100000
80,2,True,True,True,Central Janatabad,3000000000,100000
80,2,True,True,True,Amirieh,1800000000,60000
80,2,True,True,True,Qasr-od-Dasht,1800000000,60000
80,2,False,False,False,Damavand,750000000,25000
80,2,True,True,True,Punak,3760000000,125333.33
80,2,False,True,True,Shahryar,410000000,13666.67
80,2,True,True,True,Ostad Moein,2250000000,75000
79,2,True,True,True,Pardis,550000000,18333.33
79,2,False,False,False,Baghestan,750000000,25000
79,2,True,True,True,Abazar,3000000000,100000
79,2,True,True,True,Jeyhoon,1817000000,60566.67
79,2,True,True,True,Pardis,550000000,18333.33
79,2,True,True,True,East Ferdows Boulevard,2850000000,95000
79,2,True,True,True,West Ferdows Boulevard,2400000000,80000
79,2,True,True,True,West Ferdows Boulevard,3100000000,103333.33
79,2,True,True,True,Central Janatabad,2999000000,99966.67
79,2,False,True,False,Northern Janatabad,3200000000,106666.67
79,2,True,True,True,East Ferdows Boulevard,2600000000,86666.67
79,2,True,True,True,Punak,3250000000,108333.33
79,2,True,True,True,Shahran,2950000000,98333.33
79,2,True,True,True,Parand,410000000,13666.67
79,2,True,True,True,Persian Gulf Martyrs Lake,2500000000,83333.33
79,2,True,True,True,Tenant,2930000000,97666.67
79,2,False,True,True,Si Metri Ji,1400000000,46666.67
79,2,True,True,True,Pardis,550000000,18333.33
78,2,False,True,False,Baqershahr,800000000,26666.67
78,2,False,False,True,Parand,370000000,12333.33
78,2,True,True,True,Kahrizak,780000000,26000
78,2,True,True,True,Shahr-e-Ziba,2250000000,75000
78,2,True,True,True,Southern Janatabad,3600000000,120000
78,2,True,True,True,Qasr-od-Dasht,2000000000,66666.67
78,2,True,True,True,Parand,460000000,15333.33
78,2,True,True,True,East Ferdows Boulevard,3300000000,110000
78,2,False,True,False,Shahrake Qods,580000000,19333.33
78,2,True,True,False,Punak,2730000000,91000
78,2,True,True,True,Heravi,3300000000,110000
78,2,True,False,False,Islamshahr,550000000,18333.33
78,2,True,True,True,West Ferdows Boulevard,2650000000,88333.33
78,2,True,True,True,Southern Janatabad,2920000000,97333.33
78,2,False,False,False,Parand,455000000,15166.67
78,2,True,True,True,Parand,210000000,7000
78,2,True,False,True,Jeyhoon,2250000000,75000
78,2,False,True,True,Parand,425000000,14166.67
78,2,True,True,True,Southern Janatabad,3500000000,116666.67
78,2,True,True,False,Sattarkhan,2100000000,70000
78,2,True,True,False,Sattarkhan,2010000000,67000
78,2,False,False,True,Parand,417000000,13900
78,2,False,True,True,Gisha,1794000000,59800
78,2,False,True,True,Parand,430000000,14333.33
78,2,True,True,True,Jeyhoon,2050000000,68333.33
78,2,False,False,True,Parand,420000000,14000
78,2,True,True,False,Punak,3100000000,103333.33
78,2,False,False,False,Damavand,490000000,16333.33
78,2,False,False,True,Parand,370000000,12333.33
78,2,False,False,True,Parand,405000000,13500
78,2,True,True,False,Islamshahr,1000000000,33333.33
78,2,True,True,True,Ekhtiarieh,4700000000,156666.67
78,2,True,True,True,Ghiyamdasht,640000000,21333.33
78,2,True,False,True,Parand,400000000,13333.33
78,2,False,False,True,Parand,395000000,13166.67
78,1,True,True,True,Persian Gulf Martyrs Lake,2450000000,81666.67
78,2,True,True,True,Keshavarz Boulevard,3500000000,116666.67
78,2,True,True,True,Si Metri Ji,1350000000,45000
78,2,True,True,False,Water Organization,2500000000,83333.33
78,2,False,False,False,Parand,780000000,26000
78,2,True,False,True,Jeyhoon,2250000000,75000
